zone_id,sensor_id,pipe_id,timestamp,water_supplied_litres,water_consumed_litres,flow_rate_lps,pressure_psi,temperature_c,leak,latitude,longitude
Durg,S614,P38,2024-05-12 14:37:00,3493.22,3436.05,37.56,40.98,24.03,0,21.187027253115737,81.28389421868988
Raipur,S759,P89,2024-08-02 06:31:00,4798.42,4162.94,36.29,57.09,32.62,0,21.249079247560704,81.63517184937983
Bilaspur,S538,P47,2024-06-20 02:44:00,4188.25,3618.77,22.92,27.26,20.57,0,22.070345460061105,82.14121929650788
Bilaspur,S478,P75,2024-03-22 19:33:00,3933.1,3498.76,12.95,50.26,21.28,0,22.076058523387776,82.14431522653477
Durg,S436,P2,2024-06-04 18:27:00,829.22,799.34,45.09,22.26,30.57,1,21.196369143986473,81.29436607975994
Bhilai,S775,P76,2024-05-06 01:37:00,2539.01,2370.9,6.73,51.23,29.63,0,21.210774769190536,81.41873747400366
Bhilai,S262,P85,2024-07-13 02:35:00,2001.66,1429.06,23.5,20.88,30.11,0,21.215036574733123,81.41901259771338
Bhilai,S234,P95,2024-11-17 05:10:00,3811.61,3784.96,17.9,53.62,32.33,0,21.214831390248285,81.42713058193472
Bilaspur,S185,P23,2024-08-23 06:01:00,1916.45,1689.72,27.05,18.42,37.97,0,22.088521946511943,82.13785202065294
Durg,S190,P90,2024-12-25 09:22:00,1636.67,1197.76,22.28,15.16,36.09,0,21.198944912894763,81.27801784604202
Raipur,S283,P43,2024-04-19 22:09:00,1513.01,1460.51,7.14,42.21,33.59,0,21.24673940439801,81.63275531571318
Bilaspur,S763,P44,2024-09-27 06:20:00,2584.02,2529.04,13.99,55.78,33.74,0,22.07758133582363,82.1447885639501
Raipur,S328,P90,2024-07-19 20:55:00,3051.07,2233.82,9.37,21.23,37.68,0,21.261075243354295,81.62874468535688
Durg,S521,P3,2024-11-07 00:52:00,1367.78,1304.82,14.27,17.97,34.37,0,21.197230691903506,81.28617996481407
Raipur,S668,P96,2024-01-11 15:22:00,1663.5,1204.41,40.56,43.1,26.23,0,21.25426503635369,81.62052784098019
Bhilai,S147,P65,2024-12-15 03:30:00,4216.81,3131.0,49.97,23.05,27.66,1,21.199929203177852,81.42870552927704
Raipur,S285,P41,2024-05-19 15:38:00,4514.81,4340.43,49.24,44.23,27.9,0,21.25541097631405,81.63759970295258
Raipur,S960,P79,2024-04-26 08:40:00,1910.76,1726.23,47.41,22.83,32.04,1,21.251380636125987,81.63435480108498
Raipur,S235,P47,2024-04-04 07:31:00,2978.48,2243.25,17.38,53.26,33.05,0,21.250900353351643,81.63717314106468
Raipur,S572,P61,2024-10-07 06:20:00,4226.31,3253.14,30.21,32.7,21.0,0,21.25227689812583,81.6392301801267
Bilaspur,S138,P24,2024-02-15 07:51:00,3900.75,3661.6,44.03,46.1,29.47,0,22.084937473185345,82.1378339346205
Bhilai,S128,P17,2024-10-10 06:09:00,813.73,809.08,24.27,22.62,26.15,0,21.202851941176664,81.42524539293882
Raipur,S697,P2,2024-05-28 15:11:00,4785.21,3404.77,38.06,36.07,28.96,0,21.24429208029383,81.62332580713475
Bhilai,S155,P98,2024-04-21 11:32:00,966.17,714.32,38.54,20.99,34.87,0,21.21087285490179,81.41915417941547
Bilaspur,S738,P32,2024-06-28 00:38:00,1274.01,1091.16,44.19,16.17,34.6,0,22.070377357967914,82.14401209660768
Bhilai,S457,P69,2024-06-06 00:43:00,3236.12,3071.56,6.85,42.53,30.48,0,21.20302954491951,81.43509206376886
Durg,S153,P22,2024-12-05 14:07:00,2824.8,2714.53,21.39,27.79,35.13,0,21.187067435151615,81.28249715715009
Durg,S378,P23,2024-11-10 20:51:00,3750.12,2831.19,9.52,15.06,35.28,0,21.188944662995954,81.2799585775028
Bhilai,S745,P36,2024-02-20 00:48:00,1587.57,1137.34,25.94,44.26,35.93,0,21.200345710313453,81.43100534091579
Durg,S178,P2,2024-06-06 00:40:00,4187.95,3952.54,9.87,37.05,23.78,0,21.189657753418654,81.28973555467512
Raipur,S368,P75,2024-07-05 16:19:00,1617.09,1530.6,17.96,30.26,25.66,0,21.248720018287546,81.63809375823139
Bilaspur,S873,P37,2024-08-21 19:20:00,3803.9,2880.2,11.63,15.01,34.84,0,22.08219740025081,82.14798425730821
Bilaspur,S456,P61,2024-07-03 06:42:00,4589.28,4534.3,10.86,58.25,35.1,0,22.083119182218457,82.13587089654382
Bilaspur,S660,P83,2024-12-02 14:29:00,4960.83,4156.32,12.8,40.27,27.97,0,22.082801044697433,82.14804227835928
Bilaspur,S641,P69,2024-10-08 00:56:00,2462.47,2145.48,34.37,43.24,21.06,0,22.077113869935975,82.13181617296668
Raipur,S716,P4,2024-06-02 00:43:00,2428.21,2065.93,9.32,54.18,23.03,0,21.243816682946843,81.63901717396293
Bilaspur,S361,P53,2024-02-19 00:02:00,2601.79,2193.82,20.91,44.78,25.67,0,22.080010595661534,82.14756500659408
Bilaspur,S785,P24,2024-12-03 13:30:00,4266.31,3224.69,6.96,18.39,36.07,1,22.07701067412871,82.13504885619379
Bhilai,S299,P5,2024-04-21 07:40:00,4118.34,3454.34,48.79,20.46,34.17,1,21.207632814571213,81.42081517831726
Bilaspur,S942,P74,2024-09-05 19:02:00,2938.04,2559.49,11.41,34.33,23.47,0,22.089271931551828,82.14871751098535
Raipur,S389,P68,2024-11-07 12:23:00,1272.5,908.25,13.96,30.11,21.64,0,21.25994773864398,81.62871027451146
Durg,S527,P33,2024-06-28 14:37:00,2723.88,2298.38,7.2,35.48,25.85,0,21.183306634879443,81.27585592862846
Raipur,S488,P80,2024-08-18 21:08:00,3085.36,2703.76,13.45,56.62,30.66,0,21.258590244701953,81.63300724208551
Raipur,S718,P29,2024-04-20 16:15:00,2901.72,2531.54,41.61,21.0,32.04,1,21.2527385271389,81.62130006432331
Bhilai,S295,P88,2024-01-21 04:17:00,3433.04,3348.64,43.94,20.03,26.95,1,21.202538180348398,81.42340231519186
Raipur,S672,P11,2024-08-09 20:59:00,2145.77,1549.54,44.46,26.63,23.56,0,21.25897181649943,81.63415507927735
Raipur,S778,P10,2024-06-29 02:00:00,2157.73,1739.1,48.23,15.3,25.77,1,21.252711474435916,81.62974313366577
Durg,S302,P16,2024-04-17 13:47:00,1193.82,979.04,25.22,32.73,31.71,0,21.19480851336993,81.28239835418925
Bhilai,S802,P44,2024-01-04 12:36:00,4695.25,4597.58,13.28,46.88,23.45,0,21.2148205640595,81.41956950700582
Raipur,S903,P53,2024-05-11 22:28:00,1888.19,1534.22,37.89,28.42,28.16,0,21.249832881002344,81.63776689673527
Bhilai,S921,P84,2024-11-12 23:38:00,2021.83,1831.45,47.74,49.29,37.47,0,21.206154721155396,81.43541248084114
Bhilai,S466,P67,2024-08-08 14:11:00,4039.36,3408.8,18.18,53.77,25.98,0,21.203401538863154,81.43788686158521
Raipur,S295,P62,2024-08-30 09:44:00,3329.9,3320.0,14.0,52.58,37.34,0,21.25180347321557,81.6269896281643
Raipur,S338,P32,2024-07-27 21:40:00,4807.71,4320.48,23.89,50.1,26.38,0,21.25779730392115,81.63546448414591
Bilaspur,S343,P80,2024-11-07 04:59:00,955.59,879.61,39.64,59.51,31.74,0,22.073877012429502,82.14098166474966
Durg,S173,P23,2024-12-16 11:21:00,4642.25,3499.13,42.02,16.99,37.95,1,21.199209390303327,81.28611180425264
Bhilai,S313,P19,2024-04-30 21:51:00,1983.08,1767.7,35.46,49.68,26.46,0,21.21350751513297,81.41947634825931
Bilaspur,S393,P55,2024-01-13 08:46:00,2729.85,2627.53,40.75,38.07,33.77,0,22.07842909529457,82.14011700052195
Bilaspur,S389,P87,2024-07-26 05:52:00,3122.28,2756.91,36.9,36.72,29.34,0,22.07072773561234,82.14558318699834
Raipur,S428,P29,2024-04-28 16:30:00,4150.51,4126.75,21.78,46.14,22.49,0,21.24391368467561,81.62563731020259
Durg,S696,P40,2024-11-05 13:25:00,2572.36,2158.06,28.37,57.52,29.04,0,21.19180520606725,81.2910186181997
Durg,S270,P1,2024-12-13 06:27:00,3159.23,2473.37,33.33,24.75,26.33,0,21.18384621628368,81.28315126839708
Bhilai,S117,P89,2024-09-11 11:23:00,1425.99,1268.58,27.29,52.87,28.82,0,21.203010133786993,81.42309244470799
Bhilai,S827,P65,2024-06-04 07:11:00,2913.7,2416.25,32.12,25.79,28.99,0,21.20177022367988,81.43080995415258
Bhilai,S354,P1,2024-10-01 15:28:00,3089.01,3085.61,26.83,39.33,21.9,0,21.217730501554968,81.43535743898816
Bhilai,S498,P20,2024-12-21 08:54:00,2201.05,1559.04,5.79,19.25,22.47,0,21.213170937187158,81.43274992402753
Durg,S223,P74,2024-08-27 12:20:00,2040.08,1828.48,35.32,46.98,22.19,0,21.185505459252294,81.2868739234786
Durg,S430,P47,2024-05-20 05:38:00,1830.62,1801.7,12.62,54.08,25.3,0,21.19831372482609,81.27889175366599
Bhilai,S343,P15,2024-07-31 08:43:00,1640.33,1299.15,47.59,47.88,35.13,0,21.21191392203341,81.43240071133602
Durg,S381,P10,2024-01-05 02:49:00,4431.67,4160.97,20.16,20.18,25.05,0,21.18492084130847,81.29219568688026
Raipur,S852,P36,2024-03-13 01:01:00,2575.13,2400.19,45.16,21.52,22.13,1,21.244017537847288,81.62144835925737
Durg,S455,P64,2024-06-03 13:46:00,4157.41,3278.9,18.6,49.77,30.4,0,21.18250747115295,81.28390615388908
Raipur,S660,P73,2024-09-06 02:01:00,951.02,691.83,12.19,27.6,36.7,0,21.258210107675787,81.62154065506658
Raipur,S187,P13,2024-10-02 06:50:00,4190.79,3491.11,26.42,33.43,33.37,0,21.244070583738704,81.62581061147378
Raipur,S482,P57,2024-01-06 21:24:00,3862.43,3335.67,33.0,46.95,24.43,0,21.249435063280394,81.62013336002816
Durg,S676,P90,2024-01-22 11:13:00,1845.11,1379.2,11.15,53.27,27.86,0,21.19591257922178,81.27880681340541
Raipur,S733,P53,2024-03-06 14:07:00,1086.47,911.98,47.52,28.76,32.12,0,21.250036236323304,81.63439811794588
Durg,S313,P2,2024-01-22 07:39:00,2952.28,2807.66,40.7,50.25,31.76,0,21.182288982028304,81.27728096154999
Raipur,S695,P7,2024-09-08 18:55:00,4608.68,4384.82,45.71,15.33,22.2,1,21.25555909902328,81.6215802139263
Bilaspur,S642,P82,2024-02-19 15:24:00,845.94,701.3,22.36,17.45,23.24,0,22.080312222691116,82.1300883306179
Bilaspur,S612,P27,2024-06-27 02:10:00,1824.21,1341.15,21.5,24.53,35.46,0,22.074706466392932,82.14223996829367
Bilaspur,S709,P65,2024-01-02 23:09:00,2778.52,2510.35,27.83,31.9,31.9,0,22.088826323617127,82.13247325950432
Durg,S961,P51,2024-02-08 09:15:00,1416.11,1359.74,36.06,54.94,37.0,0,21.18861597171506,81.27590908633714
Bhilai,S786,P72,2024-08-28 23:37:00,3761.32,3262.06,26.64,23.37,28.42,0,21.20647448810103,81.43010297374518
Durg,S780,P64,2024-07-27 02:38:00,4049.88,3238.38,35.53,56.8,23.26,0,21.19868462724686,81.27696825602015
Raipur,S364,P49,2024-08-06 00:31:00,4284.36,3710.0,11.32,29.55,36.04,0,21.259139718223867,81.61965940865298
Durg,S633,P87,2024-08-04 13:46:00,3782.69,2876.53,6.92,21.32,32.89,0,21.182762117961776,81.28791003559066
Durg,S375,P97,2024-07-09 01:36:00,3978.54,3848.7,43.08,40.61,30.79,0,21.185166947554073,81.29438613342343
Durg,S749,P83,2024-05-17 05:15:00,2733.55,1983.94,22.52,52.29,28.07,0,21.186156315419503,81.28208238985412
Durg,S504,P15,2024-09-17 08:41:00,4979.76,4449.66,22.29,50.16,36.94,0,21.19592187521081,81.28478835885353
Raipur,S770,P18,2024-10-14 23:45:00,915.73,825.57,18.02,56.29,33.99,0,21.250680600964,81.6306416378014
Durg,S571,P37,2024-11-06 06:38:00,1300.15,1287.11,15.32,18.52,21.41,0,21.18101606423814,81.27818834067081
Raipur,S208,P13,2024-09-14 11:31:00,3100.9,3026.19,8.65,39.84,31.36,0,21.257515874462953,81.63069367667315
Durg,S754,P52,2024-07-13 04:21:00,4923.33,4776.78,20.7,33.42,25.53,0,21.184663966864996,81.2896563930663
Raipur,S231,P69,2024-11-02 02:56:00,1352.79,1309.58,26.56,49.35,35.26,0,21.256693062752106,81.6266962845594
Raipur,S178,P53,2024-08-28 13:31:00,3276.06,2306.73,23.58,15.23,33.41,0,21.251646564391645,81.62726022042742
Raipur,S851,P45,2024-04-01 09:34:00,3802.49,3103.11,35.65,56.44,22.52,0,21.248105772185973,81.62654131589626
Durg,S340,P47,2024-05-27 09:01:00,1753.36,1525.17,24.28,33.68,22.0,0,21.193995936885194,81.28243811924581
Bhilai,S557,P78,2024-10-20 15:01:00,1779.91,1432.41,36.63,34.14,31.1,0,21.214789718135865,81.43789414736027
Bhilai,S494,P46,2024-07-10 08:09:00,2372.09,2347.09,37.05,52.82,22.24,0,21.20951292711817,81.42416310196509
Durg,S144,P4,2024-03-15 13:46:00,1207.01,905.42,30.13,38.74,28.55,0,21.18736852743725,81.28798843089228
Bhilai,S112,P15,2024-01-11 16:39:00,3484.56,3079.42,10.91,17.83,35.61,0,21.218703184810355,81.42177868631985
Bilaspur,S155,P97,2024-03-13 19:43:00,2659.71,2477.75,31.79,42.51,23.16,0,22.081427119290733,82.13954913773924
Durg,S536,P95,2024-08-16 04:10:00,3293.94,3254.08,28.49,38.79,21.01,0,21.181156936036277,81.2895431527676
Bhilai,S456,P4,2024-10-31 22:34:00,2506.05,1756.31,21.16,22.62,36.77,0,21.218479201809597,81.42348643667715
Bilaspur,S360,P62,2024-08-27 12:16:00,3409.32,3161.58,15.78,51.28,31.81,0,22.074005583469386,82.14820536692557
Raipur,S726,P60,2024-06-08 22:17:00,4001.24,3627.59,8.57,59.87,32.58,0,21.24187838973838,81.62062260801085
Raipur,S885,P70,2024-07-10 13:38:00,3160.68,3108.05,24.48,28.96,28.15,0,21.247098413335905,81.63481080782739
Bhilai,S167,P78,2024-06-13 07:52:00,4149.53,3728.69,21.24,59.54,29.6,0,21.217587651378718,81.42611203416135
Raipur,S281,P50,2024-05-16 16:25:00,3794.23,2728.97,16.55,43.07,23.56,0,21.252872439324054,81.636613255635
Durg,S576,P7,2024-05-18 00:30:00,3495.84,2661.63,40.28,29.51,34.63,0,21.197109468501043,81.29012069484091
Raipur,S303,P33,2024-02-23 08:22:00,3829.04,3472.89,48.47,23.26,26.94,0,21.24409578030168,81.6374680857736
Bilaspur,S205,P89,2024-02-25 03:28:00,1012.56,935.35,14.03,48.01,24.59,0,22.07376052160518,82.13769218896225
Bilaspur,S742,P14,2024-04-07 19:44:00,1311.21,947.62,10.57,16.35,21.49,0,22.0781456354426,82.14832521296567
Raipur,S930,P24,2024-09-24 17:56:00,2845.48,2541.82,10.39,21.67,28.47,0,21.2417334731956,81.63471311019428
Raipur,S935,P20,2024-05-06 07:28:00,4285.44,3477.08,27.98,41.62,32.6,0,21.245199387085524,81.63326518071555
Durg,S625,P25,2024-01-04 04:44:00,2313.19,2274.16,16.92,20.5,24.45,0,21.182564507619077,81.28889712371029
Durg,S685,P93,2024-10-20 06:20:00,2141.21,2129.16,12.9,18.62,32.38,0,21.181938067863133,81.28169896461034
Raipur,S131,P11,2024-09-30 22:39:00,2738.42,2661.3,5.49,25.73,37.72,0,21.26032406649146,81.63219677885576
Bilaspur,S877,P74,2024-03-22 12:12:00,3935.2,3556.21,34.52,36.53,23.93,0,22.08309346538621,82.14141186127054
Raipur,S791,P98,2024-07-21 20:59:00,1201.72,867.87,23.84,21.76,29.44,0,21.256971517274824,81.61984314940219
Raipur,S185,P100,2024-05-21 07:58:00,1843.04,1557.14,41.58,19.56,36.27,1,21.250471079542613,81.63291364839381
Raipur,S313,P14,2024-07-06 04:36:00,3107.57,2197.52,37.27,18.57,30.76,0,21.242388007565932,81.62576251698606
Raipur,S507,P61,2024-10-07 12:09:00,2701.87,2646.4,12.57,51.21,33.58,0,21.245970992130093,81.62587061357524
Raipur,S218,P34,2024-05-29 21:55:00,3829.1,3016.83,39.42,52.77,26.83,0,21.24751515979567,81.6208603094277
Durg,S645,P42,2024-10-26 11:15:00,3386.36,2774.26,29.69,49.49,26.23,0,21.194498416917074,81.28275232605782
Durg,S265,P11,2024-03-19 07:33:00,1069.26,874.54,41.83,40.98,35.65,0,21.19851362233919,81.28158331312949
Bhilai,S529,P67,2024-08-07 04:58:00,3115.06,2453.64,5.44,38.55,25.23,0,21.210632650210712,81.43298813361152
Raipur,S848,P40,2024-01-29 16:25:00,1966.54,1684.43,48.17,37.21,31.18,0,21.242525749209417,81.63292372566025
Durg,S758,P89,2024-06-25 21:14:00,2412.53,2313.4,15.17,28.56,30.04,0,21.18533259852802,81.28495729828767
Raipur,S165,P58,2024-09-28 04:26:00,1332.4,1306.1,30.81,57.73,21.58,0,21.256519846611653,81.62637348230956
Raipur,S832,P55,2024-01-06 18:08:00,2672.05,1984.55,36.57,42.5,24.75,0,21.249456381622693,81.62198074657084
Bilaspur,S964,P99,2024-02-09 10:18:00,3107.73,2260.91,34.11,53.84,24.02,0,22.079775081437834,82.1424514247994
Raipur,S522,P40,2024-01-19 22:29:00,1860.47,1695.48,6.24,37.91,31.74,0,21.258459595131058,81.62077935362974
Raipur,S447,P44,2024-06-23 15:09:00,1709.41,1361.78,6.24,48.36,28.67,0,21.244006299051367,81.62048622170283
Durg,S438,P95,2024-03-10 02:30:00,1217.86,987.11,10.96,30.78,29.36,0,21.1815890046612,81.28726734025614
Durg,S850,P87,2024-05-24 21:55:00,1356.32,1280.41,28.1,55.9,21.87,0,21.197544233164276,81.29061862887325
Bilaspur,S759,P19,2024-04-16 17:14:00,4636.75,3338.53,39.66,43.59,22.37,1,22.076973100242263,82.14299428810628
Bilaspur,S401,P64,2024-08-04 07:49:00,1343.79,1012.9,39.89,39.21,36.07,0,22.0800137891085,82.12919350832576
Raipur,S524,P74,2024-01-06 06:06:00,4800.04,4373.15,44.75,24.16,20.21,1,21.253087116191924,81.62288446515063
Raipur,S902,P20,2024-11-16 00:06:00,3634.39,2695.74,13.34,27.13,32.28,0,21.25993458532458,81.62204941785325
Raipur,S432,P33,2024-05-13 18:38:00,3628.48,3016.14,11.98,18.17,25.31,0,21.24805562500712,81.62123759642587
Durg,S523,P60,2024-10-11 03:31:00,2060.61,1604.16,6.79,46.74,29.61,0,21.181103211506606,81.28329740876801
Durg,S314,P26,2024-05-15 15:04:00,977.63,973.07,43.53,19.3,34.39,1,21.185243209467824,81.28736522214861
Bilaspur,S245,P4,2024-06-01 06:54:00,3329.36,2819.75,48.2,43.75,30.94,0,22.070794439183054,82.13563111417088
Bilaspur,S195,P78,2024-02-05 11:37:00,1754.87,1426.13,7.48,27.22,22.18,0,22.07600767955998,82.14862204371133
Durg,S463,P71,2024-05-22 22:41:00,4269.88,3777.14,15.83,43.27,23.35,0,21.183033395189877,81.27550091416173
Bilaspur,S168,P63,2024-06-29 03:45:00,1831.03,1500.57,35.82,41.57,22.37,0,22.070023675046432,82.14419716522575
Raipur,S484,P35,2024-09-04 07:22:00,3790.89,3451.8,12.57,28.38,37.36,0,21.249595950444476,81.63255856180247
Raipur,S771,P88,2024-01-15 14:21:00,3476.03,2981.72,23.11,30.4,22.44,0,21.25407744791491,81.63413895670702
Bilaspur,S516,P7,2024-04-05 02:29:00,2503.14,1987.98,41.92,18.35,36.0,0,22.083247260827953,82.13054176178495
Durg,S610,P16,2024-05-21 20:22:00,2883.63,2827.05,42.72,29.97,23.85,0,21.183535820468663,81.29489003557812
Raipur,S745,P72,2024-11-13 20:10:00,4168.92,3534.37,10.61,49.89,33.96,0,21.24785529726331,81.62210003527925
Raipur,S310,P6,2024-10-23 05:12:00,2560.79,2165.7,19.99,40.27,30.63,0,21.244617727249434,81.62915739121298
Bilaspur,S581,P36,2024-02-07 03:00:00,3316.22,2658.21,22.25,45.66,36.52,0,22.0801875825845,82.14110257810486
Raipur,S726,P81,2024-12-20 23:55:00,4240.88,4180.15,11.75,40.98,33.89,0,21.253356008400736,81.62244412325711
Durg,S539,P30,2024-07-23 01:11:00,4209.06,3922.59,27.13,21.04,26.09,0,21.1810211598863,81.28421264480315
Bhilai,S634,P43,2024-12-10 20:13:00,2125.7,1864.78,48.23,51.73,30.14,0,21.203335569091767,81.42741188347412
Durg,S544,P44,2024-10-24 06:57:00,2915.94,2350.53,30.34,34.02,32.42,0,21.187802663319633,81.27592834325345
Bhilai,S620,P47,2024-02-07 04:22:00,3949.42,3740.11,33.39,44.08,21.0,0,21.203293094096647,81.42345623709754
Bhilai,S988,P6,2024-09-20 08:47:00,4935.76,4768.26,33.66,31.19,28.17,0,21.21745131924462,81.4201166248787
Bilaspur,S900,P52,2024-09-13 15:37:00,1186.14,1066.39,44.91,18.93,22.33,1,22.074899783472194,82.13028853865804
Bilaspur,S267,P1,2024-05-05 22:25:00,3121.7,2320.45,41.54,29.27,37.85,0,22.073043040539556,82.14081316822383
Bhilai,S650,P42,2024-01-02 16:38:00,4597.82,3523.14,41.49,29.25,29.94,1,21.215681120564575,81.42060285297681
Bhilai,S922,P74,2024-11-03 23:52:00,1799.31,1597.71,47.98,45.04,37.27,0,21.204753495950133,81.42487944789521
Durg,S463,P20,2024-10-12 09:11:00,4285.32,3495.19,27.45,46.02,34.82,0,21.19470416434115,81.27547129634007
Bilaspur,S982,P75,2024-06-02 16:16:00,3156.41,2576.98,24.87,46.47,36.86,0,22.08379904024294,82.14179937224283
Raipur,S847,P46,2024-12-09 15:13:00,3430.15,2943.43,27.04,41.75,22.96,0,21.259733997479422,81.63941442614704
Raipur,S860,P77,2024-09-28 11:15:00,4505.55,4489.16,38.99,45.73,31.31,0,21.2611646754105,81.63294347254661
Raipur,S385,P34,2024-07-11 15:45:00,1657.87,1368.41,11.28,44.65,33.22,0,21.251995134028448,81.6308940551949
Raipur,S528,P100,2024-03-18 23:43:00,1834.92,1317.19,14.59,49.71,34.63,0,21.260290841148226,81.62608533754631
Durg,S911,P24,2024-03-09 02:18:00,2971.53,2869.16,23.21,19.75,34.18,0,21.199239744891912,81.29408796644891
Durg,S594,P43,2024-10-31 07:37:00,2417.3,2364.06,27.15,42.08,35.94,0,21.19515541844458,81.29336948371521
Raipur,S213,P72,2024-04-19 12:13:00,3836.04,2946.75,49.19,18.34,36.0,1,21.253271698816807,81.63135342324708
Raipur,S536,P24,2024-08-30 07:10:00,4918.66,3740.01,49.4,17.33,37.25,1,21.24871175923739,81.63545316542363
Raipur,S475,P53,2024-02-01 13:15:00,900.54,693.05,11.79,27.99,34.16,0,21.250890932803834,81.62008813536923
Raipur,S239,P16,2024-08-09 20:02:00,2223.63,1713.94,25.15,52.11,23.38,0,21.249698007909323,81.62502556345952
Bhilai,S238,P78,2024-12-14 09:36:00,1054.91,748.24,33.03,29.74,26.38,0,21.21681687141815,81.43612764093594
Raipur,S519,P77,2024-02-13 14:57:00,1862.62,1354.59,49.07,31.93,35.09,0,21.25647103193486,81.62172635578756
Bhilai,S310,P6,2024-05-05 18:26:00,2867.73,2085.26,8.27,30.81,34.72,0,21.214931305133195,81.4356150097521
Raipur,S128,P94,2024-06-22 01:02:00,2237.8,1632.48,20.26,36.3,25.12,0,21.25621621134329,81.62318713543159
Durg,S439,P37,2024-04-04 04:24:00,4317.11,3273.12,20.77,37.99,33.86,1,21.19834553493696,81.27794451934025
Bilaspur,S951,P79,2024-04-07 16:32:00,4722.63,4351.92,20.29,46.4,26.42,0,22.076411020095694,82.13485075931735
Bilaspur,S912,P82,2024-03-17 05:44:00,1149.02,854.86,23.02,43.9,20.55,0,22.08712497351079,82.14440198401434
Raipur,S895,P4,2024-06-11 17:12:00,2447.09,2273.39,19.92,29.64,20.93,0,21.260425539077083,81.63067601866322
Raipur,S758,P61,2024-03-13 20:13:00,1031.14,722.6,31.43,21.31,24.51,0,21.252536026758477,81.62185778454176
Bhilai,S356,P88,2024-09-22 14:58:00,4387.04,3838.56,34.36,20.48,32.11,0,21.2042432045236,81.42867894630807
Durg,S262,P60,2024-03-10 03:45:00,2383.26,1982.24,48.58,57.61,33.33,0,21.186902515271605,81.27661170220175
Raipur,S850,P27,2024-11-10 11:27:00,2529.24,2054.11,48.17,27.14,20.6,0,21.242970439255792,81.62329747537096
Bilaspur,S636,P42,2024-11-20 06:34:00,4350.29,4179.89,46.4,38.31,25.12,0,22.080841426252057,82.13217590853687
Bilaspur,S531,P14,2024-01-18 20:22:00,1382.2,1374.29,49.57,52.81,34.25,0,22.083431568196684,82.13736198850357
Durg,S549,P21,2024-11-24 01:01:00,3993.12,3821.47,42.02,52.2,25.19,0,21.192980489104425,81.2904768527648
Raipur,S771,P37,2024-08-02 13:30:00,1909.17,1664.15,10.86,25.81,36.82,0,21.25420677839369,81.62827704401556
Raipur,S136,P29,2024-03-30 05:14:00,4331.75,3242.15,42.86,51.03,20.67,1,21.260753779130834,81.62819535075921
Bilaspur,S147,P40,2024-11-15 15:18:00,4147.69,3506.54,48.52,44.77,25.25,0,22.07336788632496,82.13830371384665
Durg,S870,P59,2024-12-08 21:41:00,821.14,788.06,20.61,20.03,35.79,0,21.194192113770175,81.27990723675232
Durg,S164,P89,2024-01-02 21:51:00,3374.54,2549.22,44.33,34.55,34.93,0,21.181079547634727,81.28081691877418
Durg,S252,P34,2024-12-02 09:21:00,3352.82,2919.22,9.74,25.48,33.06,0,21.197549211148473,81.28234632447543
Durg,S435,P47,2024-10-04 14:36:00,3607.29,2993.6,17.66,28.84,20.49,0,21.18283699013236,81.2906567471283
Bhilai,S835,P94,2024-09-02 06:19:00,3648.7,2804.98,28.45,55.86,30.15,0,21.202333723382374,81.43171822732123
Raipur,S250,P58,2024-07-08 03:32:00,2578.96,2118.04,35.74,38.18,29.9,0,21.25628558989249,81.63117338643863
Bhilai,S772,P85,2024-08-18 21:06:00,4200.75,3799.38,28.4,54.45,28.03,0,21.217615354849734,81.43730157225063
Bilaspur,S827,P69,2024-12-20 09:17:00,4942.32,4699.46,46.42,37.76,21.26,0,22.085779135327485,82.14158023159489
Durg,S614,P55,2024-03-03 19:15:00,2372.33,2146.47,46.77,58.67,27.19,0,21.192838102137827,81.28698097336762
Raipur,S565,P49,2024-05-18 14:33:00,1118.41,795.59,8.83,57.43,28.09,0,21.248700484911712,81.63596735144414
Bhilai,S712,P43,2024-07-04 18:45:00,4734.64,3918.2,41.98,50.6,23.39,0,21.209411899073334,81.43819393291459
Durg,S730,P7,2024-08-18 22:32:00,2716.18,2330.51,18.47,54.11,23.35,0,21.19601522521468,81.28092720915589
Bhilai,S228,P83,2024-07-31 20:06:00,974.35,758.24,34.45,28.29,30.63,0,21.201933777395652,81.42703609609809
Durg,S166,P42,2024-02-11 04:19:00,1981.57,1414.4,33.67,49.35,20.59,0,21.19548473541063,81.28233465926908
Bhilai,S322,P26,2024-08-03 02:08:00,2526.0,1789.29,12.06,43.76,23.16,0,21.213800976342014,81.42906018630757
Bhilai,S552,P95,2024-10-11 03:39:00,4774.45,3531.17,41.91,31.94,37.32,1,21.21004584210239,81.43204623182065
Bilaspur,S677,P95,2024-06-12 13:58:00,2386.14,1694.26,5.25,32.69,26.34,0,22.086627558170893,82.13863389575137
Bilaspur,S666,P89,2024-09-30 12:52:00,3797.3,3207.42,14.02,55.47,27.47,0,22.071610765102037,82.14472383029883
Durg,S614,P13,2024-07-28 01:06:00,2125.85,1579.55,30.16,50.33,35.6,0,21.188102286276628,81.29200268297805
Bhilai,S224,P15,2024-08-15 01:49:00,3882.09,2854.67,26.39,38.32,23.37,0,21.200722975141048,81.43549426040677
Bilaspur,S515,P20,2024-05-25 05:06:00,1541.13,1140.77,14.95,51.01,28.55,0,22.075484194860728,82.13435927581929
Durg,S743,P43,2024-11-15 19:31:00,2622.42,2321.56,45.18,51.06,34.87,0,21.193381184970992,81.29284038456126
